Downloaded from wid.world on 08-08-2024 at 09:28:58
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2016;0.553713551402
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2017;0.561370923685
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2018;0.559181817876
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2019;0.557921990666
China;"gptinc_pall_992_j_CN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2020;0.564136020886
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2000;0.508535829251
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2001;0.517804435202
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2002;0.527211520448
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2003;0.536750970119
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2004;0.54641558454
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2005;0.556197522035
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2006;0.565972306013
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2007;0.575955669262
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2008;0.586133478388
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2009;0.596489781174
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2010;0.607006380198
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2011;0.620348315458
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2012;0.626372815239
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2013;0.627859126447
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2014;0.633618321201
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2015;0.633618259617
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2016;0.633618097124
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2017;0.633618090139
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2018;0.633618140431
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2019;0.633618147881
India;"gptinc_pall_992_j_IN
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2020;0.633618147881
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2000;0.550133834644
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2001;0.543754988327
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2002;0.5401894761
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2003;0.544033345708
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2004;0.550986594019
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2005;0.561649309949
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2006;0.567847819011
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2007;0.564495767294
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2008;0.562363514287
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2009;0.556953770069
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2010;0.567538194097
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2011;0.573056200097
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2012;0.583995015439
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2013;0.577329218823
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2014;0.584061086943
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2015;0.583138701412
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2016;0.585073453567
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2017;0.580498582162
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2018;0.583643873033
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2019;0.580531817539
USA;"gptinc_pall_992_j_US
Pre-tax national income 
Total population | Gini coefficient | adults | equal split
";pall;2020;0.619529044127
